Scouter Name,Event,Match Level,Match #,Robot,Team #,Cycle Time,Cycle Type
ER,2025nyro,qm,19,b1,3003,41.3,tc3
ER,2025nyro,qm,19,b1,3003,9.6,tc3
ER,2025nyro,qm,19,b1,3003,19.2,tc3
df,2025nyro,qm,19,r1,2010,5.3,tan
df,2025nyro,qm,19,r1,2010,29.3,tan
RV,2025nyro,qm,19,b2,3951,7.7,tap
RV,2025nyro,qm,19,b2,3951,41,tap
RV,2025nyro,qm,20,b2,639,0.1,tap
RV,2025nyro,qm,20,b2,639,0.3,tap
RV,2025nyro,qm,20,b2,639,12.7,tap
RV,2025nyro,qm,20,b2,639,19.8,tc2
RV,2025nyro,qm,20,b2,639,3.8,tc2
RV,2025nyro,qm,20,b2,639,17.6,tc1
RV,2025nyro,qm,20,b2,639,14.2,tc4
RV,2025nyro,qm,20,b2,639,27.2,tc1
jp,2025nyro,qm,20,r1,1559,12.5,tc4
jp,2025nyro,qm,20,r1,1559,34.9,tc3
jp,2025nyro,qm,20,r1,1559,62.2,tc3
ER,2025nyro,qm,20,b1,3015,0.1,tc4
ER,2025nyro,qm,20,b1,3015,7,tc4
ER,2025nyro,qm,20,b1,3015,5.1,tc4
ER,2025nyro,qm,20,b1,3015,11.4,tc4
ER,2025nyro,qm,20,b1,3015,8.4,tc4
ER,2025nyro,qm,20,b1,3015,6.3,tc4
ER,2025nyro,qm,20,b1,3015,8.4,tc4
ER,2025nyro,qm,20,b1,3015,6.4,tc4
ER,2025nyro,qm,20,b1,3015,7.6,tc4
ER,2025nyro,qm,20,b1,3015,11.7,tc4
ER,2025nyro,qm,20,b1,3015,9.6,tc4
ER,2025nyro,qm,20,b1,3015,8.6,tc3
ER,2025nyro,qm,20,b1,3015,5.7,tc3
ER,2025nyro,qm,20,b1,3015,4,tc3
ER,2025nyro,qm,20,b1,3015,6.9,tc3
ER,2025nyro,qm,20,b1,3015,5.2,tc3
ER,2025nyro,qm,20,b1,3015,5.5,tc3
CD,2025nyro,qm,20,r2,3171,,{}
ZS,2025nyro,qm,20,r3,3173,2.2,tc1
ZS,2025nyro,qm,20,r3,3173,3.9,tan
ZS,2025nyro,qm,20,r3,3173,4.9,tc4
ZS,2025nyro,qm,20,r3,3173,6.4,tc1
ZS,2025nyro,qm,20,r3,3173,6.3,tc4
ZS,2025nyro,qm,20,r3,3173,29.5,tc4
ZS,2025nyro,qm,20,r3,3173,10.9,tc4
ZS,2025nyro,qm,20,r3,3173,8.6,tc4
ZS,2025nyro,qm,20,r3,3173,10,tc4
ZS,2025nyro,qm,20,r3,3173,17.1,tc4
ZS,2025nyro,qm,20,r3,3173,67.1,tap
eg,2025nyro,qm,20,b3,229,,{}
jp,2025nyro,qm,21,r1,1787,16.7,tc4
jp,2025nyro,qm,21,r1,1787,13.7,tc4
jp,2025nyro,qm,21,r1,1787,6.3,tc4
jp,2025nyro,qm,21,r1,1787,7.9,tc4
jp,2025nyro,qm,21,r1,1787,8.4,tc4
jp,2025nyro,qm,21,r1,1787,12.1,tc4
jp,2025nyro,qm,21,r1,1787,15.6,tc3
jp,2025nyro,qm,21,r1,1787,3.5,tc3
jp,2025nyro,qm,21,r1,1787,16.3,tc4
jp,2025nyro,qm,21,r1,1787,11.7,tc4
CD,2025nyro,qm,21,r2,6621,,{}
eg,2025nyro,qm,21,b3,2614,10.6,tc4
eg,2025nyro,qm,21,b3,2614,28.3,tc3
eg,2025nyro,qm,21,b3,2614,8,tc3
eg,2025nyro,qm,21,b3,2614,26.2,tc3
eg,2025nyro,qm,21,b3,2614,27.3,tc2
eg,2025nyro,qm,21,b3,2614,19.7,tc2
ER,2025nyro,qm,21,b1,8393,0.1,tap
ER,2025nyro,qm,21,b1,8393,14.4,tap
ER,2025nyro,qm,21,b1,8393,14.7,tap
ER,2025nyro,qm,21,b1,8393,13.2,tap
ER,2025nyro,qm,21,b1,8393,57.4,tap
np,2025nyro,qm,21,r3,2340,,{}
JS,2025nyro,qm,21,b2,2228,19.4,tc3
JS,2025nyro,qm,21,b2,2228,12.4,tan
JS,2025nyro,qm,21,b2,2228,0.4,tan
JS,2025nyro,qm,21,b2,2228,4.8,tc4
JS,2025nyro,qm,21,b2,2228,10.2,tc3
JS,2025nyro,qm,21,b2,2228,10.4,tc4
JS,2025nyro,qm,21,b2,2228,10.7,tc3
JS,2025nyro,qm,21,b2,2228,18.2,tan
JS,2025nyro,qm,21,b2,2228,9.7,tc2
JS,2025nyro,qm,21,b2,2228,10,tc2
jp,2025nyro,qm,22,r1,4611,10.4,tc4
jp,2025nyro,qm,22,r1,4611,20.2,tc4
jp,2025nyro,qm,22,r1,4611,7.7,tc3
jp,2025nyro,qm,22,r1,4611,27.2,tap
jp,2025nyro,qm,22,r1,4611,4.5,tc4
jp,2025nyro,qm,22,r1,4611,21,tc4
jp,2025nyro,qm,22,r1,4611,6.4,tc4
jp,2025nyro,qm,22,r1,4611,8.3,tc4
CD,2025nyro,qm,22,r2,3181,,{}
eg,2025nyro,qm,22,b3,9622,,{}
AC,2025nyro,qm,22,b1,1591,16.8,tc4
AC,2025nyro,qm,22,b1,1591,26.1,tc4
AC,2025nyro,qm,22,b1,1591,19.1,tc4
AC,2025nyro,qm,22,b1,1591,9.8,tc4
AC,2025nyro,qm,22,b1,1591,14.8,tc4
AC,2025nyro,qm,22,b1,1591,27.6,tc4
LW,2025nyro,qm,22,b2,9643,55.7,tc1
LW,2025nyro,qm,22,b2,9643,28.5,tc1
LW,2025nyro,qm,22,b2,9643,38.9,tc1
ZS,2025nyro,qm,22,r3,1511,,
LW,2025nyro,qm,23,b2,1308,30.5,tap
LW,2025nyro,qm,23,b2,1308,12.6,tap
LW,2025nyro,qm,23,b2,1308,16.2,tap
ZS,2025nyro,qm,23,r3,20,12.8,tc4
ZS,2025nyro,qm,23,r3,20,10.3,tc4
ZS,2025nyro,qm,23,r3,20,30.9,tc4
ZS,2025nyro,qm,23,r3,20,7.2,tc3
ZS,2025nyro,qm,23,r3,20,13,tc3
ZS,2025nyro,qm,23,r3,20,9.4,tc3
ZS,2025nyro,qm,23,r3,20,12.4,tc2
ZS,2025nyro,qm,23,r3,20,9.8,tc2
ZS,2025nyro,qm,23,r3,20,7,tc2
CD,2025nyro,qm,23,r2,564,9.7,tc2
CD,2025nyro,qm,23,r2,564,24.1,tc3
AC,2025nyro,qm,23,b1,695,6,tc4
AC,2025nyro,qm,23,b1,695,6.3,tc4
AC,2025nyro,qm,23,b1,695,7.3,tc4
AC,2025nyro,qm,23,b1,695,7.9,tc4
AC,2025nyro,qm,23,b1,695,7.7,tc4
AC,2025nyro,qm,23,b1,695,7.1,tc4
AC,2025nyro,qm,23,b1,695,9.8,tc4
AC,2025nyro,qm,23,b1,695,9,tc4
AC,2025nyro,qm,23,b1,695,9.9,tc4
AC,2025nyro,qm,23,b1,695,8.7,tc3
AC,2025nyro,qm,23,b1,695,5.5,tc3
AC,2025nyro,qm,23,b1,695,6,tc3
AC,2025nyro,qm,23,b1,695,6.6,tc3
AC,2025nyro,qm,23,b1,695,7,tc3
AC,2025nyro,qm,23,b1,695,8.5,tc3
AC,2025nyro,qm,23,b1,695,8,tc3
AC,2025nyro,qm,23,b1,695,8.4,tc3
eg,2025nyro,qm,23,b3,1518,12.7,tc4
eg,2025nyro,qm,23,b3,1518,23.1,tan
eg,2025nyro,qm,23,b3,1518,30,tan
jp,2025nyro,qm,23,r1,3838,28.9,tc4
jp,2025nyro,qm,23,r1,3838,90.5,tc4
AC,2025nyro,qm,24,b1,5590,45.5,tc4
AC,2025nyro,qm,24,b1,5590,55.5,tc1
AC,2025nyro,qm,24,b1,5590,15.8,tc4
jp,2025nyro,qm,24,r1,1405,29.8,tc4
jp,2025nyro,qm,24,r1,1405,10,tc4
jp,2025nyro,qm,24,r1,1405,49.6,tc3
CD,2025nyro,qm,24,r2,3004,32.1,tc1
CD,2025nyro,qm,24,r2,3004,6.1,tc1
ZS,2025nyro,qm,24,r3,3044,7.3,tc4
ZS,2025nyro,qm,24,r3,3044,15.2,tc4
ZS,2025nyro,qm,24,r3,3044,8.8,tc4
ZS,2025nyro,qm,24,r3,3044,22.3,tc4
ZS,2025nyro,qm,24,r3,3044,14,tc4
ZS,2025nyro,qm,24,r3,3044,14,tc4
ZS,2025nyro,qm,24,r3,3044,10.2,tc4
ZS,2025nyro,qm,24,r3,3044,16.9,tc3
ZS,2025nyro,qm,24,r3,3044,22.9,tc1
LW,2025nyro,qm,24,b2,6911,,{}
np,2025nyro,qm,25,r3,2252,,{}
Er,2025nyro,qm,25,b1,533,0.1,tc4
CD,2025nyro,qm,25,r2,378,63,tc2
CD,2025nyro,qm,25,r2,378,0.5,tc3
CD,2025nyro,qm,25,r2,378,5.3,tc2
CD,2025nyro,qm,25,r2,378,9.6,tc3
CD,2025nyro,qm,25,r2,378,17.8,tc3
CD,2025nyro,qm,25,r2,378,12.3,tc3
jp,2025nyro,qm,25,r1,7165,45.7,tc4
jp,2025nyro,qm,25,r1,7165,2.6,tc4
jp,2025nyro,qm,25,r1,7165,tc3
jp,2025nyro,qm,25,r1,7165,tc3
jp,2025nyro,qm,25,r1,7165,tc3
LW,2025nyro,qm,25,b2,8243,51.4,tc1
LW,2025nyro,qm,25,b2,8243,9.1,tc3
LW,2025nyro,qm,25,b2,8243,26.8,tc2
LW,2025nyro,qm,26,b2,4930,15,tc2
LW,2025nyro,qm,26,b2,4930,6,tc2
LW,2025nyro,qm,26,b2,4930,43.3,tc2
LW,2025nyro,qm,26,b2,4930,15.2,tc1
LW,2025nyro,qm,26,b2,4930,15.1,tc1
LW,2025nyro,qm,26,b2,4930,13.8,tc1
LW,2025nyro,qm,26,b2,4930,9.2,tc2
LW,2025nyro,qm,26,b2,4930,9.1,tc2
CD,2025nyro,qm,26,r2,1585,,{}
Er,2025nyro,qm,26,b1,578,,{}
df,2025nyro,qm,26,r1,8140,14.3,tc2
df,2025nyro,qm,26,r1,8140,45.5,tc2
eg,2025nyro,qm,26,b3,250,118.3,tc1
np,2025nyro,qm,26,r3,6868,1.3,tc4
np,2025nyro,qm,26,r3,6868,14.5,tc4
np,2025nyro,qm,26,r3,6868,19.2,tc4
np,2025nyro,qm,26,r3,6868,83,tc4
JS,2025nyro,qm,27,b2,1126,0.1,tc4
JS,2025nyro,qm,27,b2,1126,24.9,tc4
JS,2025nyro,qm,27,b2,1126,17,tc4
JS,2025nyro,qm,27,b2,1126,12.5,tc4
JS,2025nyro,qm,27,b2,1126,8.9,tc4
JS,2025nyro,qm,27,b2,1126,20.7,tc4
DD,2025nyro,qm,27,r2,340,0.1,tc1
DD,2025nyro,qm,27,r2,340,2,tc1
DD,2025nyro,qm,27,r2,340,8,tc1
DD,2025nyro,qm,27,r2,340,5.1,tc1
DD,2025nyro,qm,27,r2,340,13.9,tc1
DD,2025nyro,qm,27,r2,340,16.3,tc2
DD,2025nyro,qm,27,r2,340,4.1,tc2
DD,2025nyro,qm,27,r2,340,9.1,tc2
DD,2025nyro,qm,27,r2,340,11.6,tc4
DD,2025nyro,qm,27,r2,340,9,tc4
DD,2025nyro,qm,27,r2,340,8.5,tc3
DD,2025nyro,qm,27,r2,340,10,tc3
DD,2025nyro,qm,27,r2,340,17.7,tc2
DD,2025nyro,qm,27,r2,340,10.6,tc2
df,2025nyro,qm,27,r1,1507,4.9,tap
df,2025nyro,qm,27,r1,1507,12.5,tap
df,2025nyro,qm,27,r1,1507,10.8,tap
df,2025nyro,qm,27,r1,1507,34.1,tc2
df,2025nyro,qm,27,r1,1507,9.3,tc4
df,2025nyro,qm,27,r1,1507,8.5,tc4
df,2025nyro,qm,27,r1,1507,9.5,tc3
Er,2025nyro,qm,27,b1,5881,10.7,tc2
Er,2025nyro,qm,27,b1,5881,15.1,tc1
Er,2025nyro,qm,27,b1,5881,12.9,tc1
Er,2025nyro,qm,27,b1,5881,25.8,tc1
Er,2025nyro,qm,27,b1,5881,11.8,tc1
eg,2025nyro,qm,27,b3,3799,0.1,tc4
eg,2025nyro,qm,27,b3,3799,0.4,tc4
eg,2025nyro,qm,27,b3,3799,2.2,tc1
eg,2025nyro,qm,27,b3,3799,61.4,tc1
np,2025nyro,qm,27,r3,191,12.3,tc3
np,2025nyro,qm,27,r3,191,8.5,tc3
np,2025nyro,qm,27,r3,191,7.3,tc3
np,2025nyro,qm,27,r3,191,6.5,tc3
np,2025nyro,qm,27,r3,191,13.4,tc3
np,2025nyro,qm,27,r3,191,7.5,tc2
np,2025nyro,qm,27,r3,191,9,tc2
np,2025nyro,qm,27,r3,191,5.7,tc2
np,2025nyro,qm,27,r3,191,11.7,tc4
np,2025nyro,qm,27,r3,191,7.4,tc4
np,2025nyro,qm,27,r3,191,10.1,tc2
cc,2025nyro,qm,28,b3,7903,,{}
DD,2025nyro,qm,28,r2,6621,3.1,tc3
DD,2025nyro,qm,28,r2,6621,2.6,tc3
DD,2025nyro,qm,28,r2,6621,8.7,tc3
DD,2025nyro,qm,28,r2,6621,7.7,tc3
DD,2025nyro,qm,28,r2,6621,13.3,tc3
DD,2025nyro,qm,28,r2,6621,17.7,tc3
DD,2025nyro,qm,28,r2,6621,12.4,tc2
AC,2025nyro,qm,28,b1,1559,76.8,tc4
df,2025nyro,qm,28,r1,2010,8.1,tan
df,2025nyro,qm,28,r1,2010,12.7,tan
df,2025nyro,qm,28,r1,2010,15.8,tan
JS,2025nyro,qm,28,b2,229,,{}
np,2025nyro,qm,28,r3,4611,11.1,tc4
np,2025nyro,qm,28,r3,4611,5.3,tc4
np,2025nyro,qm,28,r3,4611,17.5,tc4
np,2025nyro,qm,28,r3,4611,10.4,tc4
np,2025nyro,qm,28,r3,4611,21.6,tc3
np,2025nyro,qm,28,r3,4611,15.4,tc3
np,2025nyro,qm,28,r3,4611,10.3,tc2
np,2025nyro,qm,28,r3,4611,8.4,tc2
np,2025nyro,qm,28,r3,4611,9.4,tc2
np,2025nyro,qm,28,r3,4611,14.4,tc2
bo,2025nyro,qm,29,r2,3173,1.6,tc4
bo,2025nyro,qm,29,r2,3173,0.7,tc3
bo,2025nyro,qm,29,r2,3173,4.2,tc4
bo,2025nyro,qm,29,r2,3173,6.8,tc3
bo,2025nyro,qm,29,r2,3173,7,tc1
bo,2025nyro,qm,29,r2,3173,6.7,tc3
bo,2025nyro,qm,29,r2,3173,8.4,tc3
bo,2025nyro,qm,29,r2,3173,8.1,tc2
bo,2025nyro,qm,29,r2,3173,6.4,tc2
bo,2025nyro,qm,29,r2,3173,5.5,tc2
bo,2025nyro,qm,29,r2,3173,7.9,tc1
bo,2025nyro,qm,29,r2,3173,11.3,tc1
bo,2025nyro,qm,29,r2,3173,7.2,tc1
ZS,2025nyro,qm,29,r3,639,7.2,tc4
ZS,2025nyro,qm,29,r3,639,12.5,tc4
ZS,2025nyro,qm,29,r3,639,19,tc3
ZS,2025nyro,qm,29,r3,639,27.6,tc2
ZS,2025nyro,qm,29,r3,639,16.9,tc2
ZS,2025nyro,qm,29,r3,639,15.1,tc2
cc,2025nyro,qm,29,b3,9643,10.1,tc1
cc,2025nyro,qm,29,b3,9643,11.1,tc1
cc,2025nyro,qm,29,b3,9643,44.8,tc1
cc,2025nyro,qm,29,b3,9643,0.2,tc1
cc,2025nyro,qm,29,b3,9643,0.4,tc1
cc,2025nyro,qm,29,b3,9643,12.3,tc1
cc,2025nyro,qm,29,b3,9643,16.4,tc1
cc,2025nyro,qm,29,b3,9643,19.4,tc1
df,2025nyro,qm,29,r1,271,17.1,tap
JS,2025nyro,qm,29,b2,1308,,{}
AC,2025nyro,qm,29,b1,8393,3.6,tap
AC,2025nyro,qm,29,b1,8393,10.5,tap
AC,2025nyro,qm,29,b1,8393,11,tap
cc,2025nyro,qm,30,b3,3838,106.9,tc3
bo,2025nyro,qm,30,r2,1511,6,tc4
bo,2025nyro,qm,30,r2,1511,31.6,tc4
bo,2025nyro,qm,30,r2,1511,32.2,tc4
bo,2025nyro,qm,30,r2,1511,11.9,tc4
bo,2025nyro,qm,30,r2,1511,22.8,tc4
bo,2025nyro,qm,30,r2,1511,14.3,tc4
df,2025nyro,qm,30,r1,3951,5.3,tap
df,2025nyro,qm,30,r1,3951,56.4,tap
JS,2025nyro,qm,30,b2,2228,10.7,tc3
JS,2025nyro,qm,30,b2,2228,15.1,tc3
JS,2025nyro,qm,30,b2,2228,4.7,tap
JS,2025nyro,qm,30,b2,2228,26.8,tan
JS,2025nyro,qm,30,b2,2228,26,tc4
JS,2025nyro,qm,30,b2,2228,20.8,tc4
JS,2025nyro,qm,30,b2,2228,13.5,tc4
AC,2025nyro,qm,30,b1,2340,8.9,tc2
AC,2025nyro,qm,30,b1,2340,25.7,tc2
ZS,2025nyro,qm,30,r3,3004,32.2,tc1
ZS,2025nyro,qm,30,r3,3004,12.3,tc1
bo,2025nyro,qm,31,r2,5590,16.8,tc4
bo,2025nyro,qm,31,r2,5590,36.3,tc3
bo,2025nyro,qm,31,r2,5590,38.7,tc4
bo,2025nyro,qm,31,r2,5590,25.3,tc4
cc,2025nyro,qm,31,b3,1787,27.7,tc4
cc,2025nyro,qm,31,b3,1787,37.4,tc4
cc,2025nyro,qm,31,b3,1787,11.9,tc3
cc,2025nyro,qm,31,b3,1787,9.2,tc3
cc,2025nyro,qm,31,b3,1787,6.6,tc1
RV,2025nyro,qm,31,b2,533,14.5,tc4
RV,2025nyro,qm,31,b2,533,58.3,tc4
ZS,2025nyro,qm,31,r3,1518,39.5,tan
ZS,2025nyro,qm,31,r3,1518,17.9,tan
ZS,2025nyro,qm,31,r3,1518,24.5,tan
ZS,2025nyro,qm,31,r3,1518,31.7,tap
ER,2025nyro,qm,31,b1,6911,0.1,tc4
ER,2025nyro,qm,31,b1,6911,6.3,tc4
ER,2025nyro,qm,31,b1,6911,9.1,tc4
ER,2025nyro,qm,31,b1,6911,23.7,tc4
ER,2025nyro,qm,31,b1,6911,9.2,tc4
ER,2025nyro,qm,31,b1,6911,10.8,tc4
ER,2025nyro,qm,31,b1,6911,21.7,tc4
ER,2025nyro,qm,31,b1,6911,10.6,tc3
df,2025nyro,qm,31,r1,3015,9.9,tc4
df,2025nyro,qm,31,r1,3015,4.2,tc4
df,2025nyro,qm,31,r1,3015,5.8,tc4
df,2025nyro,qm,31,r1,3015,5.5,tc4
df,2025nyro,qm,31,r1,3015,8.6,tc3
df,2025nyro,qm,31,r1,3015,7.4,tc3
df,2025nyro,qm,31,r1,3015,7,tc3
df,2025nyro,qm,31,r1,3015,5.6,tc3
df,2025nyro,qm,31,r1,3015,16.5,tc3
df,2025nyro,qm,31,r1,3015,9.1,tc3
df,2025nyro,qm,31,r1,3015,9,tc2
df,2025nyro,qm,31,r1,3015,7.4,tc2
df,2025nyro,qm,31,r1,3015,4.3,tc3
cc,2025nyro,qm,32,b3,2252,14.4,tc4
cc,2025nyro,qm,32,b3,2252,57.3,tc4
cc,2025nyro,qm,32,b3,2252,38.6,tc4
cc,2025nyro,qm,32,b3,2252,22.4,tc4
bo,2025nyro,qm,32,r2,250,,{}
RV,2025nyro,qm,32,b2,8243,5.5,tc1
RV,2025nyro,qm,32,b2,8243,6.3,tc1
RV,2025nyro,qm,32,b2,8243,6.5,tc1
RV,2025nyro,qm,32,b2,8243,8.6,tc1
RV,2025nyro,qm,32,b2,8243,9.4,tc1
RV,2025nyro,qm,32,b2,8243,6,tc1
RV,2025nyro,qm,32,b2,8243,6.4,tc1
RV,2025nyro,qm,32,b2,8243,6.3,tc1
df,2025nyro,qm,32,r1,20,2.4,tc4
df,2025nyro,qm,32,r1,20,20.9,tc4
df,2025nyro,qm,32,r1,20,6.8,tc4
df,2025nyro,qm,32,r1,20,10.9,tc4
df,2025nyro,qm,32,r1,20,9.8,tc4
df,2025nyro,qm,32,r1,20,43.9,tc4
df,2025nyro,qm,32,r1,20,1.2,tc4
df,2025nyro,qm,32,r1,20,11.4,tc4
ZS,2025nyro,qm,32,r3,1585,93.1,tc2
ZS,2025nyro,qm,32,r3,1585,31.4,tc1
ER,2025nyro,qm,32,b1,3171,,{}
RV,2025nyro,qm,33,b2,5881,16.1,tc2
RV,2025nyro,qm,33,b2,5881,61.2,tc2
bo,2025nyro,qm,33,r2,6868,8.5,tc4
bo,2025nyro,qm,33,r2,6868,16.3,tc4
bo,2025nyro,qm,33,r2,6868,16.5,tc4
bo,2025nyro,qm,33,r2,6868,16.1,tc4
bo,2025nyro,qm,33,r2,6868,15.9,tc4
bo,2025nyro,qm,33,r2,6868,9.7,tc4
bo,2025nyro,qm,33,r2,6868,19.5,tc3
bo,2025nyro,qm,33,r2,6868,33.9,tc4
cc,2025nyro,qm,33,b3,340,8.4,tc4
cc,2025nyro,qm,33,b3,340,17,tc3
cc,2025nyro,qm,33,b3,340,13.8,tc3
cc,2025nyro,qm,33,b3,340,14.8,tc3
cc,2025nyro,qm,33,b3,340,10,tc3
cc,2025nyro,qm,33,b3,340,8.1,tc3
cc,2025nyro,qm,33,b3,340,6.7,tc3
cc,2025nyro,qm,33,b3,340,13.6,tc4
cc,2025nyro,qm,33,b3,340,4.3,tc4
cc,2025nyro,qm,33,b3,340,8.7,tc4
df,2025nyro,qm,33,r1,4930,18.4,tc2
df,2025nyro,qm,33,r1,4930,7,tc3
df,2025nyro,qm,33,r1,4930,29.8,tc2
df,2025nyro,qm,33,r1,4930,38.1,tc2
df,2025nyro,qm,33,r1,4930,13.3,tc2
ER,2025nyro,qm,33,b1,9622,,{}
ZS,2025nyro,qm,33,r3,378,27.6,tc3
ZS,2025nyro,qm,33,r3,378,9.5,tap
ZS,2025nyro,qm,33,r3,378,20.3,tc3
ZS,2025nyro,qm,33,r3,378,11.2,tc3
ZS,2025nyro,qm,33,r3,378,13.8,tc2
ZS,2025nyro,qm,33,r3,378,16.8,tc3
bo,2025nyro,qm,34,r2,8140,52.2,tc1
bo,2025nyro,qm,34,r2,8140,47.5,tc1
bo,2025nyro,qm,34,r2,8140,0.4,tc2
RV,2025nyro,qm,34,b2,3003,13.8,tc4
RV,2025nyro,qm,34,b2,3003,14.3,tc4
RV,2025nyro,qm,34,b2,3003,16.8,tc1
RV,2025nyro,qm,34,b2,3003,11.1,tc4
RV,2025nyro,qm,34,b2,3003,14.2,tc4
RV,2025nyro,qm,34,b2,3003,13.3,tc4
RV,2025nyro,qm,34,b2,3003,15.1,tc4
cc,2025nyro,qm,34,b3,564,,{}
df,2025nyro,qm,34,r1,10223,40.4,tc1
df,2025nyro,qm,34,r1,10223,23.4,tc1
df,2025nyro,qm,34,r1,10223,11.4,tc1
df,2025nyro,qm,34,r1,10223,6.3,tc1
df,2025nyro,qm,34,r1,10223,16.3,tc1
AC,2025nyro,qm,34,b1,7165,,{}
ZS,2025nyro,qm,34,r3,1591,4,tc4
ZS,2025nyro,qm,34,r3,1591,8.8,tc4
ZS,2025nyro,qm,34,r3,1591,8.5,tc4
ZS,2025nyro,qm,34,r3,1591,11,tap
ZS,2025nyro,qm,34,r3,1591,14.9,tc3
ZS,2025nyro,qm,34,r3,1591,12.1,tc3
ZS,2025nyro,qm,34,r3,1591,40.1,tc3
ZS,2025nyro,qm,34,r3,1591,8,tc3
ZS,2025nyro,qm,34,r3,1591,18.4,tc3
ZS,2025nyro,qm,34,r3,1591,13.3,tc1
bo,2025nyro,qm,35,r2,2791,41,tc3
JS,2025nyro,qm,35,b2,191,5.4,tap
JS,2025nyro,qm,35,b2,191,9.8,tap
JS,2025nyro,qm,35,b2,191,10.1,tc3
JS,2025nyro,qm,35,b2,191,22,tap
JS,2025nyro,qm,35,b2,191,7.7,tc3
JS,2025nyro,qm,35,b2,191,7.3,tc2
JS,2025nyro,qm,35,b2,191,9.5,tc2
JS,2025nyro,qm,35,b2,191,8.4,tc2
JS,2025nyro,qm,35,b2,191,9.8,tc3
df,2025nyro,qm,35,r1,2614,18.3,tc4
df,2025nyro,qm,35,r1,2614,7.9,tc4
df,2025nyro,qm,35,r1,2614,12.8,tc4
df,2025nyro,qm,35,r1,2614,15.2,tc4
df,2025nyro,qm,35,r1,2614,36.4,tc4
df,2025nyro,qm,35,r1,2614,9.2,tc4
df,2025nyro,qm,35,r1,2614,12.7,tc2
AC,2025nyro,qm,35,b1,1405,19.4,tc3
AC,2025nyro,qm,35,b1,1405,16.9,tc3
AC,2025nyro,qm,35,b1,1405,8.5,tc4
AC,2025nyro,qm,35,b1,1405,64.3,tc2
eg,2025nyro,qm,35,b3,695,4.9,tc4
eg,2025nyro,qm,35,b3,695,8.1,tc4
eg,2025nyro,qm,35,b3,695,11.1,tc4
eg,2025nyro,qm,35,b3,695,11.6,tc4
eg,2025nyro,qm,35,b3,695,9.1,tc4
eg,2025nyro,qm,35,b3,695,10.8,tc4
eg,2025nyro,qm,35,b3,695,9,tc3
eg,2025nyro,qm,35,b3,695,7.2,tc2
eg,2025nyro,qm,35,b3,695,13.6,tc2
eg,2025nyro,qm,35,b3,695,9.6,tc3
eg,2025nyro,qm,35,b3,695,8.6,tc3
eg,2025nyro,qm,35,b3,695,6.2,tc3
eg,2025nyro,qm,35,b3,695,18.7,tc3
np,2025nyro,qm,35,r3,1507,6.3,tc4
np,2025nyro,qm,35,r3,1507,9.8,tap
np,2025nyro,qm,35,r3,1507,11.9,tc3
np,2025nyro,qm,35,r3,1507,9.2,tap
np,2025nyro,qm,35,r3,1507,12.9,tc4
np,2025nyro,qm,35,r3,1507,9.5,tc3
np,2025nyro,qm,35,r3,1507,9.7,tc3
